reg;cl_age90;jour;hosp;rea;rad;dc
94;89;2020-04-14;19;0;11;21
94;90;2020-04-14;8;0;6;5
01;0;2020-04-15;35;17;57;10
01;09;2020-04-15;0;0;0;0
01;19;2020-04-15;1;0;0;0
01;29;2020-04-15;0;0;1;0
01;39;2020-04-15;1;0;3;0
01;49;2020-04-15;2;1;4;0
01;59;2020-04-15;6;4;16;1
01;69;2020-04-15;8;4;14;2
01;79;2020-04-15;9;6;9;4
01;89;2020-04-15;8;2;9;3
01;90;2020-04-15;0;0;0;0
02;0;2020-04-15;38;16;53;6
02;09;2020-04-15;0;0;0;0
02;19;2020-04-15;0;0;0;0
02;29;2020-04-15;1;0;2;0
02;39;2020-04-15;1;0;3;0
02;49;2020-04-15;3;0;9;0
02;59;2020-04-15;10;6;12;0
02;69;2020-04-15;9;4;13;1
02;79;2020-04-15;8;4;12;1
02;89;2020-04-15;5;2;2;3
02;90;2020-04-15;1;0;0;1
03;0;2020-04-15;19;0;14;0
03;09;2020-04-15;0;0;0;0
03;19;2020-04-15;1;0;0;0
03;29;2020-04-15;3;0;1;0
03;39;2020-04-15;2;0;3;0
03;49;2020-04-15;5;0;5;0
03;59;2020-04-15;0;0;2;0
03;69;2020-04-15;3;0;1;0
03;79;2020-04-15;3;0;0;0
03;89;2020-04-15;1;0;1;0
03;90;2020-04-15;0;0;0;0
04;0;2020-04-15;24;3;76;0
04;09;2020-04-15;0;0;0;0
04;19;2020-04-15;1;0;2;0
04;29;2020-04-15;0;0;13;0
04;39;2020-04-15;0;0;12;0
04;49;2020-04-15;1;0;9;0
04;59;2020-04-15;5;1;15;0
04;69;2020-04-15;7;1;14;0
04;79;2020-04-15;4;1;10;0
04;89;2020-04-15;6;0;1;0
04;90;2020-04-15;0;0;0;0
06;0;2020-04-15;18;4;37;3
06;09;2020-04-15;0;0;0;0
06;19;2020-04-15;0;0;1;0
06;29;2020-04-15;0;0;5;0
06;39;2020-04-15;1;1;4;0
06;49;2020-04-15;3;1;10;1
06;59;2020-04-15;5;0;8;1
06;69;2020-04-15;6;2;5;0
06;79;2020-04-15;1;0;2;0
06;89;2020-04-15;2;0;2;1
06;90;2020-04-15;0;0;0;0
11;0;2020-04-15;13018;2494;10544;4140
11;09;2020-04-15;51;13;146;1
11;19;2020-04-15;34;12;67;2
11;29;2020-04-15;159;26;412;8
11;39;2020-04-15;484;115;1021;29
11;49;2020-04-15;958;282;1548;78
11;59;2020-04-15;1847;648;2259;291
11;69;2020-04-15;2501;822;2201;585
11;79;2020-04-15;2650;500;1571;1026
11;89;2020-04-15;2753;50;950;1336
11;90;2020-04-15;1445;5;264;750
24;0;2020-04-15;996;180;687;245
24;09;2020-04-15;3;0;21;0
24;19;2020-04-15;3;0;8;0
24;29;2020-04-15;7;2;24;0
24;39;2020-04-15;17;5;43;1
24;49;2020-04-15;36;8;88;3
24;59;2020-04-15;70;23;114;6
24;69;2020-04-15;169;70;132;18
24;79;2020-04-15;230;63;133;44
24;89;2020-04-15;278;7;94;96
24;90;2020-04-15;176;2;29;75
27;0;2020-04-15;1341;274;1594;581
27;09;2020-04-15;4;1;11;0
27;19;2020-04-15;4;1;15;0
27;29;2020-04-15;2;0;60;0
27;39;2020-04-15;13;4;114;2
27;49;2020-04-15;27;12;173;4
27;59;2020-04-15;106;47;258;11
27;69;2020-04-15;216;87;303;47
27;79;2020-04-15;330;103;292;123
27;89;2020-04-15;431;18;281;267
27;90;2020-04-15;206;1;84;124
28;0;2020-04-15;686;167;667;242
28;09;2020-04-15;1;0;5;0
28;19;2020-04-15;3;1;3;0
28;29;2020-04-15;4;0;30;0
28;39;2020-04-15;20;4;56;1
28;49;2020-04-15;43;20;86;5
28;59;2020-04-15;70;28;135;12
28;69;2020-04-15;139;48;131;38
28;79;2020-04-15;164;53;120;52
28;89;2020-04-15;162;12;79;91
28;90;2020-04-15;79;0;17;43
32;0;2020-04-15;2536;533;2371;975
32;09;2020-04-15;11;3;24;0
32;19;2020-04-15;9;1;9;0
32;29;2020-04-15;24;5;104;1
32;39;2020-04-15;56;11;194;2
32;49;2020-04-15;119;40;317;8
32;59;2020-04-15;274;100;478;42
32;69;2020-04-15;483;181;430;121
32;79;2020-04-15;569;151;421;225
32;89;2020-04-15;694;37;283;386
32;90;2020-04-15;287;3;101;184
44;0;2020-04-15;4877;833;5324;2249
44;09;2020-04-15;21;3;119;0
44;19;2020-04-15;13;1;40;0
44;29;2020-04-15;43;9;201;2
44;39;2020-04-15;89;22;319;12
44;49;2020-04-15;188;49;497;22
44;59;2020-04-15;484;152;917;60
44;69;2020-04-15;918;291;1119;216
44;79;2020-04-15;1172;260;1075;588
44;89;2020-04-15;1353;43;767;936
44;90;2020-04-15;572;0;227;406
52;0;2020-04-15;794;145;817;222
52;09;2020-04-15;0;0;3;0
52;19;2020-04-15;0;0;2;0
52;29;2020-04-15;5;2;39;0
52;39;2020-04-15;12;5;57;0
52;49;2020-04-15;31;13;114;1
52;59;2020-04-15;74;24;137;6
52;69;2020-04-15;144;48;157;21
52;79;2020-04-15;171;51;169;38
52;89;2020-04-15;234;2;116;90
52;90;2020-04-15;123;0;23;66
53;0;2020-04-15;504;106;540;159
53;09;2020-04-15;1;0;6;0
53;19;2020-04-15;1;0;4;0
53;29;2020-04-15;3;1;19;0
53;39;2020-04-15;6;0;50;0
53;49;2020-04-15;35;10;58;0
53;59;2020-04-15;61;23;96;2
53;69;2020-04-15;81;34;108;19
53;79;2020-04-15;127;36;127;33
53;89;2020-04-15;119;2;57;59
53;90;2020-04-15;67;0;13;46
75;0;2020-04-15;828;236;924;214
75;09;2020-04-15;1;0;8;0
75;19;2020-04-15;3;0;6;0
75;29;2020-04-15;9;2;38;1
75;39;2020-04-15;13;7;72;0
75;49;2020-04-15;34;15;101;0
75;59;2020-04-15;81;41;179;8
75;69;2020-04-15;165;79;203;16
75;79;2020-04-15;186;72;151;47
75;89;2020-04-15;222;20;114;84
75;90;2020-04-15;110;0;43;57
76;0;2020-04-15;913;265;1454;278
76;09;2020-04-15;1;0;17;0
76;19;2020-04-15;4;2;12;0
76;29;2020-04-15;7;1;72;1
76;39;2020-04-15;14;1;113;1
76;49;2020-04-15;41;9;189;1
76;59;2020-04-15;102;43;285;8
76;69;2020-04-15;172;84;269;29
76;79;2020-04-15;225;102;282;57
76;89;2020-04-15;225;21;163;123
76;90;2020-04-15;122;2;52;58
84;0;2020-04-15;3004;639;3317;885
84;09;2020-04-15;2;0;26;0
84;19;2020-04-15;5;3;28;0
84;29;2020-04-15;23;3;145;0
84;39;2020-04-15;44;8;233;4
84;49;2020-04-15;94;26;352;7
84;59;2020-04-15;248;86;583;25
84;69;2020-04-15;508;218;639;55
84;79;2020-04-15;725;241;613;192
84;89;2020-04-15;833;40;502;386
84;90;2020-04-15;492;2;137;202
93;0;2020-04-15;1909;403;2345;393
93;09;2020-04-15;2;0;19;0
93;19;2020-04-15;7;1;31;0
93;29;2020-04-15;40;6;164;1
93;39;2020-04-15;69;9;236;1
93;49;2020-04-15;94;24;332;3
93;59;2020-04-15;228;69;469;21
93;69;2020-04-15;337;103;457;25
93;79;2020-04-15;423;129;326;91
93;89;2020-04-15;441;40;208;166
93;90;2020-04-15;238;4;82;81
94;0;2020-04-15;83;16;131;41
94;09;2020-04-15;0;0;6;0
94;19;2020-04-15;0;0;1;0
94;29;2020-04-15;0;0;14;0
94;39;2020-04-15;2;0;14;0
94;49;2020-04-15;1;0;19;1
94;59;2020-04-15;10;3;22;1
94;69;2020-04-15;16;5;20;1
94;79;2020-04-15;27;8;17;11
94;89;2020-04-15;19;0;12;22
94;90;2020-04-15;8;0;6;5
01;0;2020-04-16;34;17;59;10
01;09;2020-04-16;0;0;0;0
01;19;2020-04-16;1;0;1;0
01;29;2020-04-16;0;0;1;0
01;39;2020-04-16;1;0;3;0
01;49;2020-04-16;2;1;4;0
01;59;2020-04-16;6;4;16;1
01;69;2020-04-16;8;4;14;2
01;79;2020-04-16;9;6;9;4
01;89;2020-04-16;7;2;10;3
01;90;2020-04-16;0;0;0;0
02;0;2020-04-16;40;17;55;6
02;09;2020-04-16;0;0;0;0
02;19;2020-04-16;0;0;0;0
02;29;2020-04-16;1;0;2;0
02;39;2020-04-16;1;0;3;0
02;49;2020-04-16;3;0;9;0
02;59;2020-04-16;12;7;13;0
02;69;2020-04-16;10;4;13;1
02;79;2020-04-16;7;4;13;1
02;89;2020-04-16;5;2;2;3
02;90;2020-04-16;1;0;0;1
03;0;2020-04-16;8;1;24;0
03;09;2020-04-16;0;0;0;0
03;19;2020-04-16;0;0;1;0
03;29;2020-04-16;0;0;3;0
03;39;2020-04-16;2;0;3;0
03;49;2020-04-16;1;0;9;0
03;59;2020-04-16;0;0;2;0
03;69;2020-04-16;2;0;2;0
03;79;2020-04-16;2;1;1;0
03;89;2020-04-16;1;0;1;0
03;90;2020-04-16;0;0;0;0
04;0;2020-04-16;19;4;83;0
04;09;2020-04-16;0;0;0;0
04;19;2020-04-16;1;0;2;0
04;29;2020-04-16;1;0;13;0
04;39;2020-04-16;0;0;12;0
04;49;2020-04-16;0;0;10;0
04;59;2020-04-16;3;1;17;0
04;69;2020-04-16;5;1;17;0
04;79;2020-04-16;3;1;11;0
04;89;2020-04-16;6;1;1;0
04;90;2020-04-16;0;0;0;0
06;0;2020-04-16;22;6;39;4
06;09;2020-04-16;0;0;0;0
06;19;2020-04-16;1;1;1;0
06;29;2020-04-16;0;0;6;0
06;39;2020-04-16;2;1;4;0
06;49;2020-04-16;3;1;11;1
06;59;2020-04-16;5;0;8;2
06;69;2020-04-16;6;2;5;0
06;79;2020-04-16;2;1;2;0
06;89;2020-04-16;3;0;2;1
06;90;2020-04-16;0;0;0;0
11;0;2020-04-16;12834;2419;11279;4319
11;09;2020-04-16;53;14;150;1
11;19;2020-04-16;35;13;69;2
11;29;2020-04-16;163;28;428;8
11;39;2020-04-16;462;110;1070;32
11;49;2020-04-16;916;263;1628;82
11;59;2020-04-16;1793;635;2384;303
11;69;2020-04-16;2425;796;2353;611
11;79;2020-04-16;2619;486;1693;1067
11;89;2020-04-16;2774;53;1051;1392
11;90;2020-04-16;1486;6;289;783
24;0;2020-04-16;964;165;770;252
24;09;2020-04-16;2;0;22;0
24;19;2020-04-16;3;0;9;0
24;29;2020-04-16;6;2;26;0
24;39;2020-04-16;16;5;44;1
24;49;2020-04-16;28;8;97;3
24;59;2020-04-16;68;21;121;6
24;69;2020-04-16;157;61;148;18
24;79;2020-04-16;222;59;149;46
24;89;2020-04-16;280;7;110;100
24;90;2020-04-16;174;2;43;76
27;0;2020-04-16;1370;279;1659;607
27;09;2020-04-16;5;1;11;0
27;19;2020-04-16;5;1;15;0
27;29;2020-04-16;3;0;62;0
27;39;2020-04-16;14;3;114;2
27;49;2020-04-16;29;12;177;4
27;59;2020-04-16;104;49;267;12
27;69;2020-04-16;211;83;313;48
27;79;2020-04-16;336;110;306;126
27;89;2020-04-16;442;19;300;281
27;90;2020-04-16;219;1;91;131
28;0;2020-04-16;674;166;706;252
28;09;2020-04-16;0;0;5;0
28;19;2020-04-16;3;1;4;0
28;29;2020-04-16;3;0;30;0
28;39;2020-04-16;19;5;59;1
28;49;2020-04-16;39;17;89;6
28;59;2020-04-16;71;28;141;12
28;69;2020-04-16;134;48;139;39
28;79;2020-04-16;165;53;129;54
28;89;2020-04-16;163;13;85;96
28;90;2020-04-16;76;0;20;44
32;0;2020-04-16;2536;505;2515;1006
32;09;2020-04-16;9;2;27;0
32;19;2020-04-16;9;1;9;0
32;29;2020-04-16;22;4;110;1
32;39;2020-04-16;55;12;208;2
32;49;2020-04-16;114;38;331;8
32;59;2020-04-16;266;96;497;41
32;69;2020-04-16;485;169;452;125
32;79;2020-04-16;565;147;450;233
32;89;2020-04-16;712;34;311;398
32;90;2020-04-16;286;1;109;193
44;0;2020-04-16;4769;810;5618;2306
44;09;2020-04-16;26;2;120;0
44;19;2020-04-16;14;1;41;0
44;29;2020-04-16;43;8;206;2
44;39;2020-04-16;87;23;326;12
44;49;2020-04-16;177;46;516;25
44;59;2020-04-16;461;150;958;61
44;69;2020-04-16;899;280;1181;222
44;79;2020-04-16;1143;256;1132;597
44;89;2020-04-16;1317;42;846;963
44;90;2020-04-16;579;0;248;416
52;0;2020-04-16;799;136;876;235
52;09;2020-04-16;0;0;4;0
52;19;2020-04-16;0;0;2;0
52;29;2020-04-16;5;2;40;0
52;39;2020-04-16;11;5;63;0
52;49;2020-04-16;30;12;116;1
52;59;2020-04-16;69;21;146;7
52;69;2020-04-16;137;46;170;22
52;79;2020-04-16;172;48;179;42
52;89;2020-04-16;245;2;131;95
52;90;2020-04-16;130;0;25;68
53;0;2020-04-16;484;102;576;166
53;09;2020-04-16;1;0;7;0
53;19;2020-04-16;1;0;4;0
53;29;2020-04-16;2;1;21;0
53;39;2020-04-16;7;0;51;0
53;49;2020-04-16;31;8;64;0
53;59;2020-04-16;59;20;101;3
53;69;2020-04-16;73;35;116;21
53;79;2020-04-16;118;36;135;34
53;89;2020-04-16;123;2;62;60
53;90;2020-04-16;66;0;14;48
75;0;2020-04-16;812;220;973;220
75;09;2020-04-16;1;0;8;0
75;19;2020-04-16;4;0;7;0
75;29;2020-04-16;10;2;39;1
75;39;2020-04-16;14;5;73;0
75;49;2020-04-16;33;14;104;0
75;59;2020-04-16;75;38;189;8
75;69;2020-04-16;153;75;217;16
75;79;2020-04-16;186;66;153;50
75;89;2020-04-16;221;20;123;86
75;90;2020-04-16;111;0;51;58
76;0;2020-04-16;870;256;1526;281
76;09;2020-04-16;0;0;18;0
76;19;2020-04-16;3;1;13;0
76;29;2020-04-16;7;1;74;1
76;39;2020-04-16;11;1;116;1
76;49;2020-04-16;37;9;197;1
76;59;2020-04-16;94;43;297;8
76;69;2020-04-16;165;83;280;28
76;79;2020-04-16;224;96;291;58
76;89;2020-04-16;213;19;181;125
76;90;2020-04-16;116;3;59;59
84;0;2020-04-16;2970;628;3460;927
84;09;2020-04-16;6;0;26;0
84;19;2020-04-16;7;3;29;0
84;29;2020-04-16;22;3;148;0
84;39;2020-04-16;43;8;239;4
84;49;2020-04-16;90;27;365;8
84;59;2020-04-16;236;80;611;25
84;69;2020-04-16;494;214;662;61
84;79;2020-04-16;720;235;643;197
84;89;2020-04-16;828;42;525;406
84;90;2020-04-16;493;4;153;212
93;0;2020-04-16;1883;393;2454;421
93;09;2020-04-16;2;0;19;0
93;19;2020-04-16;5;1;34;0
93;29;2020-04-16;41;5;170;1
93;39;2020-04-16;68;8;241;1
93;49;2020-04-16;97;26;337;3
93;59;2020-04-16;223;63;485;22
93;69;2020-04-16;320;99;479;30
93;79;2020-04-16;419;126;343;96
93;89;2020-04-16;439;41;230;177
93;90;2020-04-16;240;6;94;87
94;0;2020-04-16;84;15;134;41
94;09;2020-04-16;0;0;6;0
94;19;2020-04-16;0;0;1;0
94;29;2020-04-16;0;0;14;0
94;39;2020-04-16;2;0;14;0
94;49;2020-04-16;2;1;19;1
94;59;2020-04-16;10;3;22;1
94;69;2020-04-16;16;3;21;1
94;79;2020-04-16;28;8;17;11
94;89;2020-04-16;18;0;14;22
94;90;2020-04-16;8;0;6;5
01;0;2020-04-17;36;19;59;10
01;09;2020-04-17;0;0;0;0
01;19;2020-04-17;1;0;1;0
01;29;2020-04-17;0;0;1;0
01;39;2020-04-17;1;0;3;0
01;49;2020-04-17;2;1;4;0
01;59;2020-04-17;7;5;16;1
01;69;2020-04-17;8;4;14;2
01;79;2020-04-17;10;7;9;4
01;89;2020-04-17;7;2;10;3
01;90;2020-04-17;0;0;0;0
02;0;2020-04-17;38;17;59;6
02;09;2020-04-17;0;0;0;0
02;19;2020-04-17;0;0;0;0
02;29;2020-04-17;1;0;2;0
02;39;2020-04-17;1;0;3;0
02;49;2020-04-17;3;0;9;0
02;59;2020-04-17;10;7;16;0
02;69;2020-04-17;10;4;13;1
02;79;2020-04-17;7;4;14;1
02;89;2020-04-17;5;2;2;3
02;90;2020-04-17;1;0;0;1
03;0;2020-04-17;8;2;25;0
03;09;2020-04-17;0;0;0;0
03;19;2020-04-17;0;0;1;0
03;29;2020-04-17;0;0;3;0
03;39;2020-04-17;2;0;3;0
03;49;2020-04-17;1;0;9;0
03;59;2020-04-17;0;0;2;0
03;69;2020-04-17;2;0;2;0
03;79;2020-04-17;2;2;2;0
03;89;2020-04-17;1;0;1;0
03;90;2020-04-17;0;0;0;0
04;0;2020-04-17;17;3;86;0
04;09;2020-04-17;0;0;0;0
04;19;2020-04-17;1;0;2;0
04;29;2020-04-17;1;0;13;0
04;39;2020-04-17;0;0;12;0
04;49;2020-04-17;1;0;10;0
04;59;2020-04-17;2;1;18;0
04;69;2020-04-17;4;1;18;0
04;79;2020-04-17;3;0;11;0
04;89;2020-04-17;5;1;2;0
04;90;2020-04-17;0;0;0;0
06;0;2020-04-17;22;6;41;4
06;09;2020-04-17;0;0;0;0
06;19;2020-04-17;1;1;1;0
06;29;2020-04-17;0;0;6;0
06;39;2020-04-17;2;1;4;0
06;49;2020-04-17;4;1;11;1
06;59;2020-04-17;5;0;8;2
06;69;2020-04-17;4;2;7;0
06;79;2020-04-17;2;1;2;0
06;89;2020-04-17;4;0;2;1
06;90;2020-04-17;0;0;0;0
11;0;2020-04-17;12766;2341;11927;4510
11;09;2020-04-17;47;17;156;1
11;19;2020-04-17;33;10;75;2
11;29;2020-04-17;167;27;443;9
11;39;2020-04-17;453;106;1109;33
11;49;2020-04-17;895;254;1696;85
11;59;2020-04-17;1791;623;2485;313
11;69;2020-04-17;2404;768;2475;641
11;79;2020-04-17;2571;463;1838;1106
11;89;2020-04-17;2774;53;1149;1455
11;90;2020-04-17;1526;6;330;828
24;0;2020-04-17;973;174;821;264
24;09;2020-04-17;1;0;22;0
24;19;2020-04-17;0;0;11;0
24;29;2020-04-17;5;2;27;0
24;39;2020-04-17;16;5;46;2
24;49;2020-04-17;29;9;100;3
24;59;2020-04-17;68;22;128;6
24;69;2020-04-17;159;61;157;18
24;79;2020-04-17;221;62;160;46
24;89;2020-04-17;283;11;123;108
24;90;2020-04-17;185;2;46;79
27;0;2020-04-17;1380;262;1728;623
27;09;2020-04-17;5;1;11;0
27;19;2020-04-17;5;1;15;0
27;29;2020-04-17;4;0;62;0
27;39;2020-04-17;13;3;116;2
27;49;2020-04-17;28;11;180;4
27;59;2020-04-17;105;49;274;12
27;69;2020-04-17;213;78;326;50
27;79;2020-04-17;333;101;324;130
27;89;2020-04-17;450;17;320;290
27;90;2020-04-17;223;1;97;133
28;0;2020-04-17;660;152;743;262
28;09;2020-04-17;0;0;5;0
28;19;2020-04-17;2;1;4;0
28;29;2020-04-17;4;0;30;0
28;39;2020-04-17;16;5;62;1
28;49;2020-04-17;34;16;92;7
28;59;2020-04-17;66;25;147;12
28;69;2020-04-17;132;41;149;42
28;79;2020-04-17;163;50;133;56
28;89;2020-04-17;166;13;92;99
28;90;2020-04-17;76;0;24;45
32;0;2020-04-17;2517;494;2662;1054
32;09;2020-04-17;8;2;30;0
32;19;2020-04-17;11;0;9;0
32;29;2020-04-17;23;4;113;1
32;39;2020-04-17;52;12;215;2
32;49;2020-04-17;106;39;348;8
32;59;2020-04-17;260;91;512;45
32;69;2020-04-17;476;168;476;131
32;79;2020-04-17;566;146;479;242
32;89;2020-04-17;711;30;347;418
32;90;2020-04-17;292;1;122;202
44;0;2020-04-17;4725;789;5828;2358
44;09;2020-04-17;23;2;124;0
44;19;2020-04-17;14;1;43;0
44;29;2020-04-17;43;8;207;2
44;39;2020-04-17;84;22;332;13
44;49;2020-04-17;171;46;532;26
44;59;2020-04-17;446;139;991;62
44;69;2020-04-17;882;270;1222;229
44;79;2020-04-17;1120;254;1184;607
44;89;2020-04-17;1329;44;888;984
44;90;2020-04-17;591;0;261;426
52;0;2020-04-17;802;131;910;242
52;09;2020-04-17;0;0;4;0
52;19;2020-04-17;0;0;3;0
52;29;2020-04-17;5;2;41;0
52;39;2020-04-17;11;5;64;0
52;49;2020-04-17;27;12;122;1
52;59;2020-04-17;69;20;146;7
52;69;2020-04-17;140;44;175;22
52;79;2020-04-17;176;46;185;43
52;89;2020-04-17;245;2;141;97
52;90;2020-04-17;129;0;29;72
53;0;2020-04-17;483;93;596;171
53;09;2020-04-17;1;0;7;0
53;19;2020-04-17;1;0;4;0
53;29;2020-04-17;2;1;21;0
53;39;2020-04-17;8;0;51;0
53;49;2020-04-17;29;6;68;0
53;59;2020-04-17;58;17;103;3
53;69;2020-04-17;73;34;119;21
53;79;2020-04-17;120;34;136;36
53;89;2020-04-17;123;1;70;61
53;90;2020-04-17;65;0;16;50
75;0;2020-04-17;830;203;1002;233
75;09;2020-04-17;2;0;8;0
75;19;2020-04-17;5;1;7;0
75;29;2020-04-17;8;2;43;1
75;39;2020-04-17;14;4;74;0
75;49;2020-04-17;29;11;107;1
75;59;2020-04-17;84;33;192;9
75;69;2020-04-17;151;70;224;17
75;79;2020-04-17;189;63;156;52
75;89;2020-04-17;230;18;129;92
75;90;2020-04-17;115;1;53;60
76;0;2020-04-17;866;243;1583;290
76;09;2020-04-17;0;0;17;0
76;19;2020-04-17;3;1;13;0
76;29;2020-04-17;6;1;76;2
76;39;2020-04-17;10;1;122;1
76;49;2020-04-17;33;8;202;1
76;59;2020-04-17;91;37;304;9
76;69;2020-04-17;160;84;292;30
76;79;2020-04-17;219;88;303;60
76;89;2020-04-17;218;20;189;128
76;90;2020-04-17;125;3;65;59
84;0;2020-04-17;2965;601;3637;954
84;09;2020-04-17;8;2;27;0
84;19;2020-04-17;7;3;29;0
84;29;2020-04-17;22;3;153;0
84;39;2020-04-17;37;8;252;4
84;49;2020-04-17;88;25;382;8
84;59;2020-04-17;231;76;636;27
84;69;2020-04-17;484;200;685;62
84;79;2020-04-17;720;227;674;201
84;89;2020-04-17;847;43;560;416
84;90;2020-04-17;494;3;176;222
93;0;2020-04-17;1889;378;2572;447
93;09;2020-04-17;2;0;19;0
93;19;2020-04-17;5;0;35;0
93;29;2020-04-17;43;5;172;1
93;39;2020-04-17;60;8;250;1
93;49;2020-04-17;88;24;350;3
93;59;2020-04-17;213;59;507;23
93;69;2020-04-17;311;97;504;32
93;79;2020-04-17;417;122;368;102
93;89;2020-04-17;462;38;243;190
93;90;2020-04-17;259;6;102;91
94;0;2020-04-17;84;14;135;42
94;09;2020-04-17;0;0;6;0
94;19;2020-04-17;0;0;1;0
94;29;2020-04-17;0;0;14;0
94;39;2020-04-17;2;0;14;0
94;49;2020-04-17;2;1;19;1
94;59;2020-04-17;10;2;22;1
94;69;2020-04-17;16;3;21;1
94;79;2020-04-17;27;7;18;12
94;89;2020-04-17;19;1;14;22
94;90;2020-04-17;8;0;6;5
01;0;2020-04-18;33;17;61;11
01;09;2020-04-18;0;0;0;0
01;19;2020-04-18;1;0;1;0
01;29;2020-04-18;0;0;1;0
01;39;2020-04-18;1;0;3;0
01;49;2020-04-18;2;1;4;0
01;59;2020-04-18;5;4;17;2
01;69;2020-04-18;8;4;14;2
01;79;2020-04-18;9;6;10;4
01;89;2020-04-18;7;2;10;3
01;90;2020-04-18;0;0;0;0
02;0;2020-04-18;36;14;60;7
02;09;2020-04-18;0;0;0;0
02;19;2020-04-18;0;0;0;0
02;29;2020-04-18;1;0;2;0
02;39;2020-04-18;1;0;3;0
02;49;2020-04-18;3;0;9;0
02;59;2020-04-18;9;6;17;0
02;69;2020-04-18;10;4;13;1
02;79;2020-04-18;6;3;14;2
02;89;2020-04-18;5;1;2;3
02;90;2020-04-18;1;0;0;1
03;0;2020-04-18;8;2;25;0
03;09;2020-04-18;0;0;0;0
03;19;2020-04-18;0;0;1;0
03;29;2020-04-18;0;0;3;0
03;39;2020-04-18;2;0;3;0
03;49;2020-04-18;1;0;9;0
03;59;2020-04-18;0;0;2;0
03;69;2020-04-18;2;0;2;0
03;79;2020-04-18;2;2;2;0
03;89;2020-04-18;1;0;1;0
03;90;2020-04-18;0;0;0;0
04;0;2020-04-18;14;2;89;0
04;09;2020-04-18;0;0;0;0
04;19;2020-04-18;1;0;2;0
04;29;2020-04-18;0;0;14;0
04;39;2020-04-18;0;0;12;0
04;49;2020-04-18;1;0;10;0
04;59;2020-04-18;2;1;18;0
04;69;2020-04-18;4;1;18;0
04;79;2020-04-18;2;0;12;0
04;89;2020-04-18;4;0;3;0
04;90;2020-04-18;0;0;0;0
06;0;2020-04-18;24;5;41;4
06;09;2020-04-18;0;0;0;0
06;19;2020-04-18;2;1;1;0
06;29;2020-04-18;0;0;6;0
06;39;2020-04-18;2;0;4;0
06;49;2020-04-18;5;1;11;1
06;59;2020-04-18;5;0;8;2
06;69;2020-04-18;4;2;7;0
06;79;2020-04-18;2;1;2;0
06;89;2020-04-18;4;0;2;1
06;90;2020-04-18;0;0;0;0
11;0;2020-04-18;12490;2293;12555;4664
11;09;2020-04-18;45;16;161;1
11;19;2020-04-18;37;12;76;3
11;29;2020-04-18;149;25;468;10
11;39;2020-04-18;426;105;1146;33
11;49;2020-04-18;844;246;1773;87
11;59;2020-04-18;1693;603;2623;323
11;69;2020-04-18;2334;754;2597;663
11;79;2020-04-18;2552;459;1937;1141
11;89;2020-04-18;2765;53;1233;1501
11;90;2020-04-18;1549;6;367;862
24;0;2020-04-18;963;166;853;276
24;09;2020-04-18;0;0;23;0
24;19;2020-04-18;0;0;11;0
24;29;2020-04-18;6;2;27;0
24;39;2020-04-18;14;5;48;2
24;49;2020-04-18;28;10;105;3
24;59;2020-04-18;68;22;133;6
24;69;2020-04-18;154;54;161;20
24;79;2020-04-18;222;58;164;46
24;89;2020-04-18;284;12;130;111
24;90;2020-04-18;180;3;50;86
27;0;2020-04-18;1351;255;1788;644
27;09;2020-04-18;5;1;11;0
27;19;2020-04-18;5;1;15;0
27;29;2020-04-18;3;0;63;0
27;39;2020-04-18;13;3;118;2
27;49;2020-04-18;26;9;184;4
27;59;2020-04-18;102;45;282;14
27;69;2020-04-18;206;77;332;55
27;79;2020-04-18;329;99;341;133
27;89;2020-04-18;439;18;339;294
27;90;2020-04-18;222;2;100;140
28;0;2020-04-18;657;146;789;267
28;09;2020-04-18;0;0;5;0
28;19;2020-04-18;2;0;4;0
28;29;2020-04-18;7;1;31;0
28;39;2020-04-18;14;5;68;1
28;49;2020-04-18;31;14;98;7
28;59;2020-04-18;65;24;153;12
28;69;2020-04-18;128;39;158;43
28;79;2020-04-18;159;50;140;58
28;89;2020-04-18;171;12;102;101
28;90;2020-04-18;79;0;25;45
32;0;2020-04-18;2516;476;2744;1077
32;09;2020-04-18;8;2;30;0
32;19;2020-04-18;10;0;10;0
32;29;2020-04-18;23;4;118;1
32;39;2020-04-18;50;11;226;2
32;49;2020-04-18;112;38;361;8
32;59;2020-04-18;252;89;526;45
32;69;2020-04-18;469;157;490;135
32;79;2020-04-18;569;144;488;244
32;89;2020-04-18;709;29;359;430
32;90;2020-04-18;302;1;123;207
44;0;2020-04-18;4632;757;6058;2422
44;09;2020-04-18;23;2;127;0
44;19;2020-04-18;15;1;43;0
44;29;2020-04-18;39;8;212;2
44;39;2020-04-18;79;20;339;13
44;49;2020-04-18;169;44;545;26
44;59;2020-04-18;436;133;1015;63
44;69;2020-04-18;850;258;1266;242
44;79;2020-04-18;1102;245;1232;622
44;89;2020-04-18;1301;42;954;1007
44;90;2020-04-18;594;1;281;439
52;0;2020-04-18;787;125;939;251
52;09;2020-04-18;0;0;4;0
52;19;2020-04-18;0;0;3;0
52;29;2020-04-18;5;1;41;0
52;39;2020-04-18;13;5;64;0
52;49;2020-04-18;25;11;125;1
52;59;2020-04-18;62;19;152;7
52;69;2020-04-18;137;43;182;22
52;79;2020-04-18;173;44;191;43
52;89;2020-04-18;242;2;146;102
52;90;2020-04-18;129;0;31;76
